short_code,date,value,amount
PRINCIPAL VTOPP-A,2022-12-02,7.3492,1370026322.4
PRINCIPAL VTOPP-A,2022-12-06,7.3398,1368341857.32
PRINCIPAL VTOPP-A,2022-12-07,7.29,1360442707.49
PRINCIPAL VTOPP-A,2022-12-08,7.3448,1370550387.61
PRINCIPAL VTOPP-A,2022-12-09,7.4532,1390772004.6
PRINCIPAL VTOPP-A,2022-12-13,7.4214,1385006271.71
PRINCIPAL VTOPP-A,2022-12-14,7.4251,1385194042.99
PRINCIPAL VTOPP-A,2022-12-15,7.5193,1402776232.26
PRINCIPAL VTOPP-A,2022-12-16,7.4967,1398427969.68
PRINCIPAL VTOPP-A,2022-12-19,7.4533,1390331256.59
PRINCIPAL VTOPP-A,2022-12-20,7.3032,1358779140.21
PRINCIPAL VTOPP-A,2022-12-21,7.3459,1366668113.05
PRINCIPAL VTOPP-A,2022-12-22,7.404,1377487702.9
PRINCIPAL VTOPP-A,2022-12-23,7.4463,1385287375.8
PRINCIPAL VTOPP-A,2022-12-27,7.287,1355660372.49
PRINCIPAL VTOPP-A,2022-12-28,7.3288,1363457165.3
PRINCIPAL VTOPP-A,2022-12-29,7.299,1357921528.85
PRINCIPAL VTOPP-A,2022-12-30,7.3111,1360169299.41
PRINCIPAL VTOPP-A,2023-01-03,7.4816,1391845380.59
PRINCIPAL VTOPP-A,2023-01-04,7.4658,1388942617.32
PRINCIPAL VTOPP-A,2023-01-05,7.519,1398758873.26
PRINCIPAL VTOPP-A,2023-01-06,7.5677,1407746806.64
PRINCIPAL VTOPP-A,2023-01-09,7.5394,1402473395.54
PRINCIPAL VTOPP-A,2023-01-10,7.522,1399144455.15
PRINCIPAL VTOPP-A,2023-01-11,7.4961,1393091429.84
PRINCIPAL VTOPP-A,2023-01-12,7.4901,1391978765.86
PRINCIPAL VTOPP-A,2023-01-13,7.4493,1380007403.51
PRINCIPAL VTOPP-A,2023-01-17,7.6218,1404786789.62
PRINCIPAL VTOPP-A,2023-01-18,7.6584,1411556624.93
PRINCIPAL VTOPP-A,2023-01-19,7.6958,1418770645.05
PRINCIPAL VTOPP-A,2023-01-27,7.7067,1420782946.54
PRINCIPAL VTOPP-A,2023-01-30,7.6444,1408150996.69
PRINCIPAL VTOPP-A,2023-01-31,7.7379,1426296939.86
PRINCIPAL VTOPP-X,2022-08-08,8.8452,0.0
PRINCIPAL VTOPP-X,2022-08-09,8.8238,560639.46
PRINCIPAL VTOPP-X,2022-08-10,8.8201,560401.98
PRINCIPAL VTOPP-X,2022-08-11,8.7681,557098.5
PRINCIPAL VTOPP-X,2022-08-15,8.9565,569070.35
PRINCIPAL VTOPP-X,2022-08-16,8.9351,567710.19
PRINCIPAL VTOPP-X,2022-08-17,8.9634,569506.24
PRINCIPAL VTOPP-X,2022-08-18,8.9799,570555.8
PRINCIPAL VTOPP-X,2022-08-19,8.9248,567052.36
PRINCIPAL VTOPP-X,2022-08-22,8.9864,570966.24
PRINCIPAL VTOPP-X,2022-08-23,9.0469,574813.67
PRINCIPAL VTOPP-X,2022-08-24,9.0328,573915.72
PRINCIPAL VTOPP-X,2022-08-25,9.1203,579474.56
PRINCIPAL VTOPP-X,2022-08-26,9.1322,580233.37
PRINCIPAL VTOPP-X,2022-08-29,9.081,576977.99
PRINCIPAL VTOPP-X,2022-08-30,9.1113,578905.79
PRINCIPAL VTOPP-X,2022-08-31,9.115,579136.09
PRINCIPAL VTOPP-X,2022-09-06,9.0719,576401.66
PRINCIPAL VTOPP-X,2022-09-07,8.8734,563786.28
PRINCIPAL VTOPP-X,2022-09-08,8.8067,559550.1
PRINCIPAL VTOPP-X,2022-09-09,8.8723,563716.81
PRINCIPAL VTOPP-X,2022-09-12,8.9087,566028.06
PRINCIPAL VTOPP-X,2022-09-13,8.9035,565702.72
PRINCIPAL VTOPP-X,2022-09-14,8.8607,562982.49
PRINCIPAL VTOPP-X,2022-09-15,8.8622,563078.07
PRINCIPAL VTOPP-X,2022-09-16,8.7806,557893.96
PRINCIPAL VTOPP-X,2022-09-19,8.5948,546088.68
PRINCIPAL VTOPP-X,2022-09-20,8.6827,551672.51
PRINCIPAL VTOPP-X,2022-09-21,8.6243,547964.41
PRINCIPAL VTOPP-X,2022-09-22,8.6395,548929.95
PRINCIPAL VTOPP-X,2022-09-23,8.5495,543210.15
PRINCIPAL VTOPP-X,2022-09-26,8.3448,530202.95
PRINCIPAL VTOPP-X,2022-09-27,8.3574,531004.82
PRINCIPAL VTOPP-X,2022-09-28,8.2933,526929.32
PRINCIPAL VTOPP-X,2022-09-29,8.2035,521224.88
PRINCIPAL VTOPP-X,2022-09-30,8.223,522464.72
PRINCIPAL VTOPP-X,2022-10-03,7.8159,496595.41
PRINCIPAL VTOPP-X,2022-10-04,7.7376,491620.87
PRINCIPAL VTOPP-X,2022-10-05,7.8554,499106.94
PRINCIPAL VTOPP-X,2022-10-06,7.6489,485985.75
PRINCIPAL VTOPP-X,2022-10-07,7.3663,468033.12
PRINCIPAL VTOPP-X,2022-10-11,7.1908,456881.3
PRINCIPAL VTOPP-X,2022-10-12,7.3816,469002.99
PRINCIPAL VTOPP-X,2022-10-17,7.4399,2162834.4
PRINCIPAL VTOPP-X,2022-10-18,7.5065,3965902.96
PRINCIPAL VTOPP-X,2022-10-19,7.4473,3934651.07
PRINCIPAL VTOPP-X,2022-10-20,7.4745,3949017.68
PRINCIPAL VTOPP-X,2022-10-21,7.179,3792862.17
PRINCIPAL VTOPP-X,2022-10-25,7.0139,3705651.66
PRINCIPAL VTOPP-X,2022-10-26,6.9545,3674278.81
PRINCIPAL VTOPP-X,2022-10-27,7.1768,3791704.49
PRINCIPAL VTOPP-X,2022-10-28,7.1945,3801063.31
PRINCIPAL VTOPP-X,2022-10-31,7.2207,3814897.65
PRINCIPAL VTOPP-X,2022-11-01,7.2669,3839308.39
PRINCIPAL VTOPP-X,2022-11-02,7.1489,3776986.76
PRINCIPAL VTOPP-X,2022-11-03,7.2069,3807617.06
PRINCIPAL VTOPP-X,2022-11-04,7.0614,3730765.33
PRINCIPAL VTOPP-X,2022-11-07,6.8677,3628400.22
PRINCIPAL VTOPP-X,2022-11-08,6.9602,3677308.39
PRINCIPAL VTOPP-X,2022-11-09,6.9286,3660567.75
PRINCIPAL VTOPP-X,2022-11-10,6.7314,1258127.16
PRINCIPAL VTOPP-X,2022-11-14,6.7086,1253862.67
PRINCIPAL VTOPP-X,2022-11-15,6.507,1216187.83
PRINCIPAL VTOPP-X,2022-11-16,6.6995,1252160.77
PRINCIPAL VTOPP-X,2022-11-17,6.8515,1280568.15
PRINCIPAL VTOPP-X,2022-11-18,6.8318,1276889.9
PRINCIPAL VTOPP-X,2022-11-21,6.7997,1270887.79
PRINCIPAL VTOPP-X,2022-11-22,6.771,1265523.83
PRINCIPAL VTOPP-X,2022-11-23,6.8074,1272316.21
PRINCIPAL VTOPP-X,2022-11-28,7.0368,1315203.39
PRINCIPAL VTOPP-X,2022-11-29,7.1239,1331475.44
PRINCIPAL VTOPP-X,2022-11-30,7.2148,1348471.42
PRINCIPAL VTOPP-X,2022-12-01,7.2011,1345910.5
PRINCIPAL VTOPP-X,2022-12-02,7.3995,1382981.21
PRINCIPAL VTOPP-X,2022-12-06,7.3918,1381543.24
PRINCIPAL VTOPP-X,2022-12-07,7.342,1372244.92
PRINCIPAL VTOPP-X,2022-12-08,7.3977,1382646.3
PRINCIPAL VTOPP-X,2022-12-09,7.5072,1403123.6
PRINCIPAL VTOPP-X,2022-12-13,7.4769,1397460.38
PRINCIPAL VTOPP-X,2022-12-14,7.4811,1398245.97
PRINCIPAL VTOPP-X,2022-12-15,7.5765,1416074.83
PRINCIPAL VTOPP-X,2022-12-16,7.5542,1411899.21
PRINCIPAL VTOPP-X,2022-12-19,7.5118,1403971.44
PRINCIPAL VTOPP-X,2022-12-20,7.3609,1375770.78
PRINCIPAL VTOPP-X,2022-12-21,7.4043,1383893.15
PRINCIPAL VTOPP-X,2022-12-22,7.4634,1394929.38
PRINCIPAL VTOPP-X,2022-12-23,7.5064,1402975.52
PRINCIPAL VTOPP-X,2022-12-27,7.3476,1373285.46
PRINCIPAL VTOPP-X,2022-12-28,7.3902,1381250.55
PRINCIPAL VTOPP-X,2022-12-29,7.3605,1375705.44
PRINCIPAL VTOPP-X,2022-12-30,7.3731,1378063.44
PRINCIPAL VTOPP-X,2023-01-03,7.5469,1410534.88
PRINCIPAL VTOPP-X,2023-01-04,7.5314,1407643.79
PRINCIPAL VTOPP-X,2023-01-05,7.5855,1417752.48
PRINCIPAL VTOPP-X,2023-01-06,7.6351,1427024.31
PRINCIPAL VTOPP-X,2023-01-09,7.6079,1421931.84
PRINCIPAL VTOPP-X,2023-01-10,7.5907,1418733.57
PRINCIPAL VTOPP-X,2023-01-11,7.5651,1413934.81
PRINCIPAL VTOPP-X,2023-01-12,7.5594,1412882.33
PRINCIPAL VTOPP-X,2023-01-13,7.5188,1405280.91
PRINCIPAL VTOPP-X,2023-01-17,7.6947,1438159.33
PRINCIPAL VTOPP-X,2023-01-18,7.732,1445138.24
PRINCIPAL VTOPP-X,2023-01-19,7.7703,1452292.3
PRINCIPAL VTOPP-X,2023-01-27,7.785,1455033.63
PRINCIPAL VTOPP-X,2023-01-30,7.7233,1443508.17
PRINCIPAL VTOPP-X,2023-01-31,7.8182,1461252.46
PRINCIPAL VNEQ-A,2017-10-16,10.0252,1485979406.0
PRINCIPAL VNEQ-A,2017-10-17,10.0268,1486210404.0
PRINCIPAL VNEQ-A,2017-10-18,10.0339,1487264860.0
PRINCIPAL VNEQ-A,2017-10-19,10.0292,1486571088.0
PRINCIPAL VNEQ-A,2017-10-20,10.0406,1488261086.0
PRINCIPAL VNEQ-A,2017-10-24,10.023,1485647387.0
PRINCIPAL VNEQ-A,2017-10-25,10.0335,1487209089.0
PRINCIPAL VNEQ-A,2017-10-27,10.0736,1493158028.0
PRINCIPAL VNEQ-A,2017-10-30,10.0795,1494029725.0
PRINCIPAL VNEQ-A,2017-10-31,10.0623,1491471955.0
PRINCIPAL VNEQ-A,2017-11-01,10.0367,1487683777.0
PRINCIPAL VNEQ-A,2017-11-02,10.0199,1485193248.0
PRINCIPAL VNEQ-A,2017-11-03,10.0289,1486524805.0
PRINCIPAL VNEQ-A,2017-11-06,10.0917,1495838034.0
PRINCIPAL VNEQ-A,2017-11-07,10.1237,1500581713.0
PRINCIPAL VNEQ-A,2017-11-08,10.1576,1505603659.0
PRINCIPAL VNEQ-A,2017-11-09,10.1343,1502151033.0
PRINCIPAL VNEQ-A,2017-11-10,10.2096,1513317494.0
PRINCIPAL VNEQ-A,2017-11-13,10.2331,1516799345.0
PRINCIPAL VNEQ-A,2017-11-14,10.2686,1522061640.0
PRINCIPAL VNEQ-A,2017-11-15,10.3268,1530684036.0
PRINCIPAL VNEQ-A,2017-11-16,10.3608,1535715627.0
PRINCIPAL VNEQ-A,2017-11-17,10.2867,1524733117.0
PRINCIPAL VNEQ-A,2017-11-20,10.3033,1527193644.0
PRINCIPAL VNEQ-A,2017-11-21,10.401,1541684662.0
PRINCIPAL VNEQ-A,2017-11-22,10.4326,1546357035.0
PRINCIPAL VNEQ-A,2017-11-23,10.418,1544204455.0
PRINCIPAL VNEQ-A,2017-11-24,10.4433,1547944908.0
PRINCIPAL VNEQ-A,2017-11-27,10.4967,1555870049.0
PRINCIPAL VNEQ-A,2017-11-28,10.5032,1556822192.0
PRINCIPAL VNEQ-A,2017-11-29,10.5307,1560901264.0
PRINCIPAL VNEQ-A,2017-11-30,10.6039,1571751335.0
PRINCIPAL VNEQ-A,2017-12-01,10.6787,1582836845.0
PRINCIPAL VNEQ-A,2017-12-04,10.818,1603492951.0
PRINCIPAL VNEQ-A,2017-12-06,10.539,1562134990.0
PRINCIPAL VNEQ-A,2017-12-07,10.5526,1564151375.0
PRINCIPAL VNEQ-A,2017-12-08,10.5655,1566060709.0
PRINCIPAL VNEQ-A,2017-12-12,10.4784,1553146945.0
PRINCIPAL VNEQ-A,2017-12-13,10.4414,1547673712.0
PRINCIPAL VNEQ-A,2017-12-14,10.5347,1561501675.0
PRINCIPAL VNEQ-A,2017-12-15,10.6271,1575190021.0
PRINCIPAL VNEQ-A,2017-12-18,10.8045,1601488231.0
PRINCIPAL VNEQ-A,2017-12-19,10.8487,1608040177.0
PRINCIPAL VNEQ-A,2017-12-20,10.8399,1606731191.0
PRINCIPAL VNEQ-A,2017-12-21,10.8077,1601966704.0
PRINCIPAL VNEQ-A,2017-12-22,10.7545,1594078936.0
PRINCIPAL VNEQ-A,2017-12-25,10.7263,1589903329.0
PRINCIPAL VNEQ-A,2017-12-26,10.8329,1605694665.0
PRINCIPAL VNEQ-A,2017-12-27,10.8575,1609349066.0
PRINCIPAL VNEQ-A,2017-12-28,10.8731,1611654574.0
PRINCIPAL VNEQ-A,2017-12-29,10.9606,1624619387.0
PRINCIPAL VNEQ-A,2018-01-03,11.1298,2225968414.0
PRINCIPAL VNEQ-A,2018-01-04,11.1672,2233441579.0
PRINCIPAL VNEQ-A,2018-01-05,11.1531,2230631748.0
PRINCIPAL VNEQ-A,2018-01-08,11.2527,2250548038.0
PRINCIPAL VNEQ-A,2018-01-09,11.3363,2267261869.0
PRINCIPAL VNEQ-A,2018-01-10,11.3021,2260430444.0
PRINCIPAL VNEQ-A,2018-01-11,11.3331,2266638194.0
PRINCIPAL VNEQ-A,2018-01-12,11.3257,2265156540.0
PRINCIPAL VNEQ-A,2018-01-15,11.4136,2282728938.0
PRINCIPAL VNEQ-A,2018-01-16,11.3716,2274324218.0
PRINCIPAL VNEQ-A,2018-01-17,11.1191,2223838333.0
PRINCIPAL VNEQ-A,2018-01-18,11.1609,2232192813.0
PRINCIPAL VNEQ-A,2018-01-19,11.25,2250013814.0
PRINCIPAL VNEQ-A,2018-01-22,11.471,2294217186.0
PRINCIPAL VNEQ-A,2018-01-25,11.5157,2303147446.0
PRINCIPAL VNEQ-A,2018-01-26,11.3809,2276182098.0
PRINCIPAL VNEQ-A,2018-01-29,11.3399,2267981282.0
PRINCIPAL VNEQ-A,2018-01-30,11.4237,2284740461.0
PRINCIPAL VNEQ-A,2018-01-31,11.3277,2265557660.0
PRINCIPAL VNEQ-A,2018-02-01,11.1698,2233961391.0
PRINCIPAL VNEQ-A,2018-02-02,11.1927,2238551701.0
PRINCIPAL VNEQ-A,2018-02-05,10.7804,2156080118.0
PRINCIPAL VNEQ-A,2018-02-06,10.5097,2101943690.0
PRINCIPAL VNEQ-A,2018-02-07,10.7745,2154908151.0
PRINCIPAL VNEQ-A,2018-02-08,10.7703,2154066850.0
PRINCIPAL VNEQ-A,2018-02-09,10.6512,2130239783.0
PRINCIPAL VNEQ-A,2018-02-12,10.8578,2171577616.0
PRINCIPAL VNEQ-A,2018-02-13,10.9626,2192537141.0
PRINCIPAL VNEQ-A,2018-02-22,11.0487,2209747159.0
PRINCIPAL VNEQ-A,2018-02-23,11.1515,2230311984.0
PRINCIPAL VNEQ-A,2018-02-26,11.1233,2224678201.0
PRINCIPAL VNEQ-A,2018-02-27,11.105,2221012780.0
PRINCIPAL VNEQ-A,2018-02-28,11.1144,2222882475.0
PRINCIPAL VNEQ-A,2018-03-02,11.2033,2240662594.0
PRINCIPAL VNEQ-A,2018-03-05,11.0783,2215677504.0
PRINCIPAL VNEQ-A,2018-03-06,11.2039,2240792634.0
PRINCIPAL VNEQ-A,2018-03-07,11.1157,2223151353.0
PRINCIPAL VNEQ-A,2018-03-08,11.2435,2248703675.0
PRINCIPAL VNEQ-A,2018-03-09,11.2255,2245115074.0
PRINCIPAL VNEQ-A,2018-03-12,11.1623,2232461660.0
PRINCIPAL VNEQ-A,2018-03-13,11.1483,2229663313.0
PRINCIPAL VNEQ-A,2018-03-14,11.1499,2229981957.0
PRINCIPAL VNEQ-A,2018-03-15,11.1401,2228025862.0
PRINCIPAL VNEQ-A,2018-03-16,11.1628,2232571261.0
PRINCIPAL VNEQ-A,2018-03-19,11.2499,2249995628.0
PRINCIPAL VNEQ-A,2018-03-20,11.198,2239606058.0
PRINCIPAL VNEQ-A,2018-03-21,11.2587,2251741198.0
PRINCIPAL VNEQ-A,2018-03-22,11.2604,2252089217.0
PRINCIPAL VNEQ-A,2018-03-23,11.146,2229209160.0
PRINCIPAL VNEQ-A,2018-03-26,11.1782,2235655364.0
PRINCIPAL VNEQ-A,2018-03-27,11.205,2241012629.0
PRINCIPAL VNEQ-A,2018-03-28,11.2457,2249157019.0
PRINCIPAL VNEQ-A,2018-03-29,11.2228,2244574527.0
PRINCIPAL VNEQ-A,2018-04-02,11.3806,2261945599.0
PRINCIPAL VNEQ-A,2018-04-03,11.2972,2245378371.0
PRINCIPAL VNEQ-A,2018-04-04,11.4022,2266238458.0
PRINCIPAL VNEQ-A,2018-04-05,11.4622,2278158423.0
PRINCIPAL VNEQ-A,2018-04-09,11.5221,2290060211.0
PRINCIPAL VNEQ-A,2018-04-10,11.4344,2272645269.0
PRINCIPAL VNEQ-A,2018-04-11,11.2006,2226179030.0
PRINCIPAL VNEQ-A,2018-04-12,11.2167,2229375505.0
PRINCIPAL VNEQ-A,2018-04-17,11.1396,2214049710.0
PRINCIPAL VNEQ-A,2018-04-18,11.1195,2210043257.0
PRINCIPAL VNEQ-A,2018-04-19,10.7898,2144515305.0
PRINCIPAL VNEQ-A,2018-04-20,10.9209,2170581829.0
PRINCIPAL VNEQ-A,2018-04-23,10.6917,2125018356.0
PRINCIPAL VNEQ-A,2018-04-24,10.6001,2106813311.0
PRINCIPAL VNEQ-A,2018-04-26,10.4219,2071408490.0
PRINCIPAL VNEQ-A,2018-04-27,10.5274,2092368169.0
PRINCIPAL VNEQ-A,2018-05-02,10.4868,2084304675.0
PRINCIPAL VNEQ-A,2018-05-03,10.4052,2068073910.0
PRINCIPAL VNEQ-A,2018-05-04,10.4754,2082031368.0
PRINCIPAL VNEQ-A,2018-05-07,10.7667,2139934762.0
PRINCIPAL VNEQ-A,2018-05-08,10.7455,2135708242.0
PRINCIPAL VNEQ-A,2018-05-09,10.8331,2153123064.0
PRINCIPAL VNEQ-A,2018-05-10,10.6542,2117564377.0
PRINCIPAL VNEQ-A,2018-05-11,10.6788,2122453340.0
PRINCIPAL VNEQ-A,2018-05-14,10.7894,2144449610.0
PRINCIPAL VNEQ-A,2018-05-15,10.8862,2163691231.0
PRINCIPAL VNEQ-A,2018-05-16,10.8201,2150537589.0
PRINCIPAL VNEQ-A,2018-05-17,10.6752,2121739879.0
PRINCIPAL VNEQ-A,2018-05-18,10.7693,2140445044.0
PRINCIPAL VNEQ-A,2018-05-21,10.5942,2105654646.0
PRINCIPAL VNEQ-A,2018-05-22,10.2048,2028253378.0
PRINCIPAL VNEQ-A,2018-05-23,10.2421,2035661066.0
PRINCIPAL VNEQ-A,2018-05-24,10.1479,2016934671.0
PRINCIPAL VNEQ-A,2018-05-25,9.9385,1975314193.0
PRINCIPAL VNEQ-A,2018-05-30,9.7018,1928286739.0
PRINCIPAL VNEQ-A,2018-05-31,9.9101,1969687884.0
PRINCIPAL VNEQ-A,2018-06-01,10.067,2000855505.0
PRINCIPAL VNEQ-A,2018-06-04,10.3333,2053789352.0
PRINCIPAL VNEQ-A,2018-06-05,10.4412,2075229691.0
PRINCIPAL VNEQ-A,2018-06-06,10.5494,2096745803.0
PRINCIPAL VNEQ-A,2018-06-07,10.6109,2108956015.0
PRINCIPAL VNEQ-A,2018-06-08,10.6422,2115181186.0
PRINCIPAL VNEQ-A,2018-06-11,10.6191,2110603432.0
PRINCIPAL VNEQ-A,2018-06-12,10.4708,2081117545.0
PRINCIPAL VNEQ-A,2018-06-13,10.5928,2105365092.0
PRINCIPAL VNEQ-A,2018-06-14,10.4888,2084695393.0
PRINCIPAL VNEQ-A,2018-06-15,10.6164,2110062059.0
PRINCIPAL VNEQ-A,2018-06-18,10.3355,2054233618.0
PRINCIPAL VNEQ-A,2018-06-19,10.0859,2004611766.0
PRINCIPAL VNEQ-A,2018-06-20,10.2564,2038499764.0
PRINCIPAL VNEQ-A,2018-06-21,10.2774,2042680763.0
PRINCIPAL VNEQ-A,2018-06-22,10.3887,2064795712.0
PRINCIPAL VNEQ-A,2018-06-25,10.4124,2069519732.0
PRINCIPAL VNEQ-A,2018-06-26,10.3608,2059259873.0
PRINCIPAL VNEQ-A,2018-06-27,10.2951,2046204821.0
PRINCIPAL VNEQ-A,2018-06-28,10.0742,2002287865.0
PRINCIPAL VNEQ-A,2018-06-29,10.0859,2004629636.0
PRINCIPAL VNEQ-A,2018-07-02,9.9002,2075898264.0
PRINCIPAL VNEQ-A,2018-07-05,9.4847,1988766101.0
PRINCIPAL VNEQ-A,2018-07-06,9.5699,2006642965.0
PRINCIPAL VNEQ-A,2018-07-09,9.4556,1982679858.0
PRINCIPAL VNEQ-A,2018-07-10,9.4583,1983228721.0
PRINCIPAL VNEQ-A,2018-07-11,9.3281,1955929290.0
PRINCIPAL VNEQ-A,2018-07-12,9.3757,1965928087.0
PRINCIPAL VNEQ-A,2018-07-13,9.5429,2000979654.0
PRINCIPAL VNEQ-A,2018-07-16,9.5521,2002901247.0
PRINCIPAL VNEQ-A,2018-07-17,9.6288,2018994226.0
PRINCIPAL VNEQ-A,2018-07-18,9.8694,2069428739.0
PRINCIPAL VNEQ-A,2018-07-19,10.0194,2100883754.0
PRINCIPAL VNEQ-A,2018-07-20,9.9327,2082717011.15
PRINCIPAL VNEQ-A,2018-07-23,9.8678,2069109002.78
PRINCIPAL VNEQ-A,2018-07-24,9.8226,2059623231.73
PRINCIPAL VNEQ-A,2018-07-25,9.7114,2036308522.99
PRINCIPAL VNEQ-A,2018-07-26,9.7263,2039426409.18
PRINCIPAL VNEQ-A,2018-07-31,9.8894,2073632458.01
PRINCIPAL VNEQ-A,2018-08-01,9.8155,2058127204.23
PRINCIPAL VNEQ-A,2018-08-02,9.8311,2061415146.09
PRINCIPAL VNEQ-A,2018-08-03,9.8661,2068741456.41
PRINCIPAL VNEQ-A,2018-08-06,9.8457,2064477247.39
PRINCIPAL VNEQ-A,2018-08-07,9.7771,2050085272.22
PRINCIPAL VNEQ-A,2018-08-08,9.8515,2065679978.41
PRINCIPAL VNEQ-A,2018-08-09,9.8669,2068921172.62
PRINCIPAL VNEQ-A,2018-08-10,9.9225,2080572466.06
PRINCIPAL VNEQ-A,2018-08-14,10.0259,2102246965.0
PRINCIPAL VNEQ-A,2018-08-15,9.8869,2073103851.99
PRINCIPAL VNEQ-A,2018-08-16,9.8812,2071908895.42
PRINCIPAL VNEQ-A,2018-08-17,9.8576,2066966307.33
PRINCIPAL VNEQ-A,2018-08-20,9.783,2051317833.85
PRINCIPAL VNEQ-A,2018-08-21,9.7627,2047068328.22
PRINCIPAL VNEQ-A,2018-08-22,9.8582,2067082699.25
PRINCIPAL VNEQ-A,2018-08-23,9.8862,2072958212.83
PRINCIPAL VNEQ-A,2018-08-24,9.8804,2071747650.17
PRINCIPAL VNEQ-A,2018-08-27,9.8837,2072426181.8
PRINCIPAL VNEQ-A,2018-08-28,9.9251,2081111397.64
PRINCIPAL VNEQ-A,2018-08-29,9.9817,2092994319.81
PRINCIPAL VNEQ-A,2018-08-30,10.0972,2117211026.54
PRINCIPAL VNEQ-A,2018-08-31,10.0144,2099847085.19
PRINCIPAL VNEQ-A,2018-09-04,9.8423,2063751943.4
PRINCIPAL VNEQ-A,2018-09-05,9.781,2050900478.45
PRINCIPAL VNEQ-A,2018-09-06,9.7074,2035469439.06
PRINCIPAL VNEQ-A,2018-09-07,9.8452,2064358478.7
PRINCIPAL VNEQ-A,2018-09-10,9.8423,2063764566.6
PRINCIPAL VNEQ-A,2018-09-11,9.9708,2090708009.2
PRINCIPAL VNEQ-A,2018-09-12,9.9132,2078616769.73
PRINCIPAL VNEQ-A,2018-09-13,9.9076,2077444576.96
PRINCIPAL VNEQ-A,2018-09-14,9.9341,2083006925.25
PRINCIPAL VNEQ-A,2018-09-17,9.9477,2085854288.17
PRINCIPAL VNEQ-A,2018-09-18,10.0244,2101942871.39
PRINCIPAL VNEQ-A,2018-09-19,10.0588,2109150602.25
PRINCIPAL VNEQ-A,2018-09-20,10.1376,2125664877.7
PRINCIPAL VNEQ-A,2018-09-21,10.1428,2126756881.67
PRINCIPAL VNEQ-A,2018-09-24,10.2216,2143295002.73
PRINCIPAL VNEQ-A,2018-09-25,10.2489,2149006956.17
PRINCIPAL VNEQ-A,2018-09-26,10.2628,2151920039.64
PRINCIPAL VNEQ-A,2018-09-27,10.2905,2157735719.3
PRINCIPAL VNEQ-A,2018-09-28,10.3227,2164480967.55
PRINCIPAL VNEQ-A,2018-10-01,10.2531,2112920512.48
PRINCIPAL VNEQ-A,2018-10-02,10.2312,2108395977.68
PRINCIPAL VNEQ-A,2018-10-03,10.1955,2101052528.72
PRINCIPAL VNEQ-A,2018-10-04,10.3453,2131911520.32
PRINCIPAL VNEQ-A,2018-10-05,10.3108,2124798349.49
PRINCIPAL VNEQ-A,2018-10-09,10.2108,2104202761.16
PRINCIPAL VNEQ-A,2018-10-10,10.1955,2101038075.86
PRINCIPAL VNEQ-A,2018-10-11,9.6279,1984078637.82
PRINCIPAL VNEQ-A,2018-10-12,9.8011,2019764651.04
PRINCIPAL VNEQ-A,2018-10-16,9.698,1998522679.97
PRINCIPAL VNEQ-A,2018-10-17,9.7192,2002886903.42
PRINCIPAL VNEQ-A,2018-10-18,9.654,1989454745.01
PRINCIPAL VNEQ-A,2018-10-19,9.619,1982241534.63
PRINCIPAL VNEQ-A,2018-10-22,9.5697,1972076675.87
PRINCIPAL VNEQ-A,2018-10-24,9.2928,1915021357.06
PRINCIPAL VNEQ-A,2018-10-25,9.1836,1892515877.78
PRINCIPAL VNEQ-A,2018-10-26,9.1214,1879706101.5
PRINCIPAL VNEQ-A,2018-10-29,9.0786,1870872858.75
PRINCIPAL VNEQ-A,2018-10-30,9.0585,1866744052.23
PRINCIPAL VNEQ-A,2018-10-31,9.2796,1912292473.17
PRINCIPAL VNEQ-A,2018-11-01,9.1449,1884545788.39
PRINCIPAL VNEQ-A,2018-11-02,9.2449,1905149816.43
PRINCIPAL VNEQ-A,2018-11-05,9.3443,1925626939.44
PRINCIPAL VNEQ-A,2018-11-06,9.3354,1923807618.15
PRINCIPAL VNEQ-A,2018-11-07,9.2754,1911440897.9
PRINCIPAL VNEQ-A,2018-11-08,9.3367,1924067237.55
PRINCIPAL VNEQ-A,2018-11-09,9.2034,1896597450.68
PRINCIPAL VNEQ-A,2018-11-13,9.0617,1867403289.35
PRINCIPAL VNEQ-A,2018-11-14,8.9833,1851238036.79
PRINCIPAL VNEQ-A,2018-11-15,8.8986,1833793566.03
PRINCIPAL VNEQ-A,2018-11-16,9.0088,1856486326.79
PRINCIPAL VNEQ-A,2018-11-19,9.1102,1877393245.58
PRINCIPAL VNEQ-A,2018-11-20,9.1323,1882001523.63
PRINCIPAL VNEQ-A,2018-11-21,9.1858,1893009345.07
PRINCIPAL VNEQ-A,2018-11-26,9.2032,1896609346.77
PRINCIPAL VNEQ-A,2018-11-27,9.1943,1894871019.72
PRINCIPAL VNEQ-A,2018-11-28,9.2454,1905405555.55
PRINCIPAL VNEQ-A,2018-11-29,9.1936,1893862581.38
PRINCIPAL VNEQ-A,2018-11-30,9.1594,1885716945.0
PRINCIPAL VNEQ-A,2018-12-03,9.3984,1934841227.35
PRINCIPAL VNEQ-A,2018-12-04,9.4994,1955640955.26
PRINCIPAL VNEQ-A,2018-12-06,9.4926,1954245847.11
PRINCIPAL VNEQ-A,2018-12-07,9.5588,1967867939.33
PRINCIPAL VNEQ-A,2018-12-11,9.4272,1940768044.12
PRINCIPAL VNEQ-A,2018-12-12,9.5237,1960636216.18
